# uz-lughat-alt — رومن کی دوسری املا · کنجی = uz-lughat.json کا id
# ہر سطر:  id <tab> املا|املا|املا
5169	rafita
5173	rugs
5180	rundi
5182	rung
5183	rungat|runghat
5186	rangoun
5199	rohani|ruhani
5217	roshan|rushan
5228	roona
5236	rooti
5237	rop
5259	rakaat
5265	rahina|rehina|rehna
5266	rahnma|rehnuma|rehnumaa
5267	reyaasat|reyasat|riyast
5274	rait|raitt
5305	zobano|zubaano|zubano
5309	zabbar
5310	zaberdasti|zaberdsti|zaberdusti|zabrdusti
5325	zulzala
5334	zameendaar|zamindar
5335	zameno|zamino
5340	zinna
5354	zindaa|znda
5356	zng|zung
5360	zorr
5361	zoordar|zordaar
5363	zakkat|zaqat
5367	ziadti|zyadati
5369	ziyadaton|zydaton
5380	soar
5394	saathi
5398	saadgi|saadigi|sadigi
5405	sazesh|sazzesh|shazish
5416	saligrah
5438	sager|saghar
5451	sabzzi
5452	sabzian
5454	sabak
5474	sataya
5499	sarhadain
5500	sorakh|surakh
5502	surdi
5504	sarzamen|sarzamin
5507	sarsoun
5520	sorang
5521	sorangon
5527	sarkaar
5546	sazza|sazzaa|sza
5549	sastaa
5552	sosral|susraal
5563	safarat|saffarat
5565	safarsh|safrash|sifarsh
5572	safaid|safeed|sapaid|sifad
5573	safer
5577	salaad
5578	salaam|sallam|slam|slm
5581	salaamt|salamt|sallamat|slamat
5584	salamati|slamati
5588	silsala
5590	saltanut|sultanat
5603	samat
5643	sunat
5651	sanjeda
5671	sangen
5699	soji|suji
5712	sulaah|sulah
5715	soonaa|souna
5723	sonchna|soochna|souchna
5724	souda
5729	sogh
5742	supahi
5747	sapnaa
5754	sharak
5755	sakka|sukka
5756	sakita|skta|sktaa|sukta
5768	sagg
5793	sayahat
5797	sayasat|siyasiyat|siysat
5798	siasatdaan|siasatdan|siyastdaan|siyastdan
5799	saisi|siasi|syasi
5801	saiyah|sayah|seyah
5805	sekh
5806	seda|sedha
5810	sailaab
5819	sena
5824	serehi
5825	seekhina|sekhina|sekhna|skhna
5827	shabas
5832	shaadi|shaadii|shaddi|shdi
5843	samil
5845	shaamain|shamy
5847	shaandaar|shandaar
5850	shanna
5856	shagrd
5863	sahrah|suhrah
5867	shayd|shayed|shayid|shyad
5883	shakhas
5884	shidat
5886	shaded|shadid
5888	saraab|sharaab
5894	sharaft
5896	sharit|shrt
5899	sharam|shram|shrm
5904	shirq
5905	shirket
5916	shatreng
5924	shafqt
5935	shumaal
5953	shauk|shook
5958	shikaar
5969	shukariya|shukrea|shukria|shukrya
5978	shakki
5982	shahdat
5985	shuhuda
5994	shehari|shehri
5997	shehzadi
6011	shesha
6014	shaitaan|shaytan|shetaan|shetan
6030	sahab|sahb|shb
6031	sahibaan
6033	saahiba
6037	saff
6042	sahafut
6060	sadka
6077	salaah|salahh
6081	saala|sala
6087	sanait
6092	soba|suba
6097	soofa
6103	jid
6104	zidi
6105	zarrar|zurrar
6107	zaroorii|zarori|zaruri
6117	zamant
6119	zameir|zamir
6123	terina
6129	takaton|taqatown
6151	taraff|tarf|traf|trf
6153	tareeka|tareka|tareqa|treeka
6164	talaaq
6165	talb|talub
6180	tayara
6187	zaahir|zaahr
6196	aaddi|addi
6200	aashiq
6201	aesi|aesii|esi
6210	ibaadat|ibadt|ibadut
6222	ajub
6226	ajeb
6227	aadalat|adalt
6231	azb
6265	elaaj|illaaaj
6268	alaqon
6269	elaika|elaiqa
6271	ilamat|illamat
6276	elim|ilam|ilem|ilum
6278	olama
6279	elimi|ilumi
6281	ulom
6302	amomi|uamomi
6314	aourat|auratt|orat|ourat
6324	auhda|ohida|uhida
6332	aeb
6350	gharoon
6351	galib
